RUN	añadirPunto_50users	an-adirpunto-50users	1683048253536	 	3.9.3
USER	añadirPunto	START	1683048254192
USER	añadirPunto	START	1683048255174
USER	añadirPunto	START	1683048256164
USER	añadirPunto	START	1683048257164
USER	añadirPunto	START	1683048258155
USER	añadirPunto	START	1683048260158
USER	añadirPunto	START	1683048261157
USER	añadirPunto	START	1683048262166
REQUEST		request_0	1683048254190	1683048262838	KO	status.find.in([200, 209], 304), found 403
USER	añadirPunto	START	1683048263162
REQUEST		request_0	1683048255173	1683048263799	KO	status.find.in([200, 209], 304), found 403
USER	añadirPunto	START	1683048264154
REQUEST		request_6	1683048263857	1683048264166	OK	 
REQUEST		request_7	1683048264192	1683048264422	OK	 
REQUEST		request_8	1683048264189	1683048264696	OK	 
REQUEST		request_9	1683048264191	1683048264870	OK	 
REQUEST		request_10	1683048264191	1683048264914	OK	 
REQUEST		request_0	1683048256163	1683048264922	KO	status.find.in([200, 209], 304), found 403
REQUEST		request_6	1683048264801	1683048265278	OK	 
REQUEST		request_7	1683048265282	1683048265589	OK	 
REQUEST		request_8	1683048265280	1683048265778	OK	 
REQUEST		request_9	1683048265281	1683048265927	OK	 
REQUEST		request_10	1683048265281	1683048265929	OK	 
REQUEST		request_0	1683048257164	1683048265964	KO	status.find.in([200, 209], 304), found 403
USER	añadirPunto	START	1683048266167
REQUEST		request_11	1683048265917	1683048266330	OK	 
REQUEST		request_6	1683048265933	1683048266390	OK	 
REQUEST		request_0	1683048258154	1683048266660	KO	status.find.in([200, 209], 304), found 403
REQUEST		request_13	1683048266334	1683048266723	OK	 
REQUEST		request_12	1683048266336	1683048266748	OK	 
REQUEST		request_14	1683048266335	1683048266749	OK	 
REQUEST		request_10	1683048266392	1683048266991	OK	 
REQUEST		request_7	1683048266392	1683048266993	OK	 
REQUEST		request_9	1683048266392	1683048266994	OK	 
REQUEST		request_16	1683048266333	1683048267090	OK	 
REQUEST		request_18	1683048266334	1683048267109	OK	 
REQUEST		request_15	1683048266336	1683048267117	OK	 
USER	añadirPunto	START	1683048267163
